Sunderland,Massachusetts,,,47.3
Granby,Massachusetts,57,37,40.2
Hubbardston,Massachusetts,,,42.2
Sterling,Massachusetts,,,45.7
Medway,Massachusetts,60.7,36.4,47.2
Lane Village,Massachusetts,55.9,34.4,47.6
Brockton,Massachusetts,60.4,39.6,43.9
Greenfield,Massachusetts,58.3,37.4,41.3
Belchertown,Massachusetts,58.4,36.7,46.4
Drury,Massachusetts,56.4,34.1,45.6
Dighton,Massachusetts,,,45.8
Great Barrington,Massachusetts,56.5,34.7,44
Pelham,Massachusetts,,,47.6
Plainfield,Massachusetts,,,49.8
Savoy,Massachusetts,52.5,34.8,
Chesterfield,Massachusetts,59.9,33.7,48.4
West Bedford,Massachusetts,59.5,40.5,45.7
Agawam,Massachusetts,57.9,35.4,
Peabody,Massachusetts,57.5,39.4,49.3
Bridgewater,Massachusetts,60.2,38.2,51.1
Baldwinville,Massachusetts,57.2,33.2,42.7
Clinton,Massachusetts,57.7,39.1,49.1
Gardner,Massachusetts,,,43.6
Middleton,Massachusetts,59.8,40.3,43.7
Abington,Massachusetts,57,39,43.8
Dedham,Massachusetts,56.9,39.8,48.6
Adams,Massachusetts,57.3,36.4,46.6
Worthington Center,Massachusetts,55.6,33.9,53
Worcester,Massachusetts,57.5,38.8,41.8
Fall River,Massachusetts,58.3,42,44.6
Weymouth,Massachusetts,61.9,42.2,49
Yarmouth,Massachusetts,58.8,42.3,47.7
Milford,Massachusetts,57.8,41.3,45.6
Groveland,Massachusetts,59.2,37.1,49.9
Bloomington - Indiana University,Indiana,64.5,43.5,45
Oolitic,Indiana,65.3,42.5,44.4
Greensboro,Indiana,60.8,39.5,41
Rockville,Indiana,63.5,42.8,42
Winamac,Indiana,60.8,39.8,37
Winslow,Indiana,66.2,46.1,49.2
Frankfort,Indiana,61.4,41,39.3
Eureka,Indiana,63.5,44.3,
Chesterton,Indiana,59.4,39.9,37.8
Inglefield,Indiana,68.4,47.9,45.3
Clermont,Indiana,61.9,44.5,40.8
Richmond,Indiana,61,40,39.5
La Porte,Indiana,59.2,40.6,41.9
Mount Vernon,Indiana,66.5,46,43.4
Lebanon,Indiana,,,41.1
Edwardsport,Indiana,62.1,41.3,37.9
Indianapolis,Indiana,62.5,43.9,42.4
Bunker Hill,Indiana,59,41,34.5
Corydon,Indiana,,,44.6
Youngs Creek,Indiana,64,43,40.4
Elwood,Indiana,61,39.5,39.7
Jasper,Indiana,66.6,45.6,45.3
New Pekin,Indiana,,,44.5
Albion,Indiana,59.4,39,32
Portland,Indiana,60.1,39.6,36.7
Whiteland,Indiana,62,41.8,41.3
New Paris,Indiana,59.8,39.8,35.3
Riverview,Indiana,,,44.7
Anderson Muni,Indiana,62,43,41.6
Russiaville,Indiana,,,43.2
Seelyville,Indiana,63.2,42.8,39.5
Knox,Indiana,60.2,41.3,41.6
Monticello,Indiana,60.6,40.1,36.8
Clifford,Indiana,64.6,42.2,41.4
Celestine,Indiana,64.3,43.6,46.7
Montmorenci,Indiana,61.3,41.2,37.6
Warsaw,Indiana,59.4,39.4,36.7
Dillsboro,Indiana,,,45.7
Gary,Indiana,59.1,41.7,37.8
LaPorte,Indiana,58.6,41.9,42.7
Rockport,Indiana,,,44.6
Brazil,Indiana,,,44.5
Owensville,Indiana,67,45.4,42.5
South Bend,Indiana,58.8,40.8,38
Flora,Indiana,,,41.2
Shelbyville,Indiana,63.4,42.3,40.7
Connersville,Indiana,64,43,39.1
Greencastle,Indiana,62.9,42.3,43.1
Muncie,Indiana,61.2,42.3,39
Nashville,Indiana,65.4,42.6,42
Florence,Indiana,66.3,44.3,42.8
Rensselaer - St. Joseph's College,Indiana,60.3,40.5,39.4
Lawrence,Indiana,,,45.3
Monroeville,Indiana,,,33.6
North Manchester,Indiana,59.9,39.8,39.6
Candleglo Village,Indiana,62.6,42.7,43.6
Berne,Indiana,61.1,41.2,37.6
Elkhart - Airport,Indiana,,,40.1
Hayden,Indiana,65.6,43.6,45.5
Charlestown,Indiana,67.1,44.9,44
Hagerstown,Indiana,60,37,40.7
Dunkirk,Indiana,61.2,40.4,37.9
Sunman,Indiana,,,44.9
Boonville,Indiana,67.3,46.2,48.8
Greenfield,Indiana,62.6,41.9,41.4
Rushville,Indiana,62,40.8,41.7
Elkhart,Indiana,59,40.2,36.6
Cannelton,Indiana,67.1,46.1,46.9
Lafayette,Indiana,59,41,34.5
English,Indiana,67,42.2,49.9
Poseyville,Indiana,,,48
Richmond - Indiana University East,Indiana,61.7,40.8,40.5
Bluffton,Indiana,59.7,41.1,38.3
Paoli,Indiana,65.9,42.5,45.4
Dayton,Indiana,60.7,40.4,37.4
Sugar Creek,Indiana,62.3,43,41
Switz City,Indiana,65,42.7,42.8
Goshen,Indiana,59.3,40.9,39.4
Greensburg,Indiana,62.9,42.7,41.8
Edgewood,Indiana,59,41,38.5
Lagrange,Indiana,58.5,39.1,36.2
Crown Point,Indiana,,,39.3
Anderson,Indiana,60.4,42.2,38.6
Scottsburg,Indiana,64,42,43.2
Winchester,Indiana,60.2,40.6,39
Brookston,Indiana,60.4,40,39.4
Indianapolis - White River State Park,Indiana,,,39.9
Salamonia,Indiana,62.1,40.3,39.4
Plymouth,Indiana,59.2,39.5,40.4
New Chicago,Indiana,59,39,36.2
Sweetser,Indiana,61.3,40.3,38.3
Hanover,Indiana,63.3,40.8,48.3
Sparksville,Indiana,,,47.4
Skillman,Indiana,,,47.7
Highland,Indiana,64,44,42.4
Crawfordsville,Indiana,60,39.9,43.1
Tipton,Indiana,60.7,39.7,39.6
Angola,Indiana,58,38.7,36.6
Fort Wayne,Indiana,60.3,40.6,38.3
Prairie Heights,Indiana,59.2,39.2,36.9
Mariah Hill,Indiana,66.7,45.4,46.1
Vincennes,Indiana,65.8,45.2,38.6
Kentland,Indiana,61.7,40.6,37
Logansport,Indiana,61.1,39.7,36
DeMotte,Indiana,,,40.1
Lowell,Indiana,59.7,38.8,39.9
Monon,Indiana,60,39.9,38.6
Gulivoire Park,Indiana,59.5,37.6,41.6
Chandler,Indiana,66.5,45.7,43.9
Evansville,Indiana,66.9,45.8,41.6
Marion,Indiana,62,43,39.6
Rensselaer,Indiana,59,39,37.8
Wabash,Indiana,60.8,39,38.3
Pershing,Indiana,62.1,39.2,40.7
Hobart,Indiana,60.8,40.2,36
Delphi,Indiana,62.7,40.8,37.6
Huntington,Indiana,59,39,37
Ligonier,Indiana,,,38.2
Butler,Indiana,,,38.3
Fishers,Indiana,61.6,41.7,42.2
Huntington College,Indiana,59,39.5,38
Crane,Indiana,66.2,45.2,46.1
New Harmony,Indiana,60.4,39.3,46.1
Danville,Indiana,,,43.5
Speedway,Indiana,60,41,40
Kokomo,Indiana,61.8,41,40.3
Wanatah,Indiana,59,38.4,37.8
Knightstown,Indiana,62.4,42.6,42.3
Jasonville,Indiana,63.3,43.2,45.5
Shoals,Indiana,65.8,42,44.8
Kingsland,Indiana,59.5,40.1,37.6
Salem,Indiana,66,43.4,44.2
Moores Hill,Indiana,64.9,43.2,41.1
Roseland,Indiana,57,39,38.1
Columbia City,Indiana,59,38.7,38.7
Batesville,Indiana,64,44,41.1
Peru,Indiana,60,42,41
Randolph,Indiana,,,38.3
Jonesville,Indiana,65.2,42.6,43.2
Franklin,Indiana,64.4,42,38.3
Elizabeth,Indiana,66.2,43,42.5
North Judson,Indiana,,,39.1
Yoder,Indiana,59.8,40.5,36.7
Farmersburg,Indiana,,,43.2
Wheatfield,Indiana,60.7,38.4,36.3
Deputy,Indiana,,,45.9
Decatur,Indiana,60.2,39.7,35.8
Terre Haute,Indiana,63.9,42.3,41.4
Leavenworth,Indiana,58.2,41.3,40.8
Zionsville,Indiana,,,41.8
Lynhurst,Indiana,61.2,41.1,43.8
Austin,Indiana,66.2,43.3,43.5
Washington,Indiana,66,45.6,43.9
North Webster,Indiana,59.5,40.8,41.9
Saint Joe,Indiana,,,37.1
Kendallville,Indiana,60.6,39.7,37.5
Vevay,Indiana,64,42,43.5
Kokomo - Memorial Park,Indiana,62,41.4,39.1
Liberty,Indiana,61.8,42.2,42
West Lafayette,Indiana,61.3,41.4,36.3
Fair Acres,Indiana,66,44.2,45.6
Bedford,Indiana,66.3,43.6,42.6
Woodburn,Indiana,59.5,39.7,
Waterloo,Indiana,60,38.6,35.6
Bloomington,Indiana,63.8,42.4,47.6
Seymour,Indiana,66,44,41.9
Noblesville,Indiana,,,41.2
Bicknell,Indiana,63.5,44.4,45.7
Rochester,Indiana,60.1,39.7,37.7
Columbus,Indiana,63.7,43.3,44.2
Waldron,Indiana,,,35.7
Lapel,Indiana,,,40.4
Beech Grove,Indiana,61.9,42.4,40.6
Grissom Air Force Base,Indiana,57,39,35.7
Roselawn,Indiana,,,39.4
Liberty Farm Park,Indiana,58.2,40.2,41.1
Henryville,Indiana,59,39.5,38
Garrett,Indiana,59.3,39.4,
Auburn,Indiana,59.4,40.1,39.4
Hartford City,Indiana,59.5,40.2,38.1
Attica,Indiana,60.9,40.8,39.1
Newburgh,Indiana,41.8,29.6,43.8
Jeffersonville,Indiana,67.4,46.6,43.3
Fowler,Indiana,60,39,38.8
Michigan City,Indiana,59,40,35.8
Morocco,Indiana,,,39.1
Galveston,Indiana,60.2,40.7,39.1
Martinsville,Indiana,63,40.9,42
Princeton,Indiana,66.4,45.4,44.2
Bowling Green,Indiana,7,,43.7
Bruceville,Indiana,64,42,43.9
Valparaiso,Indiana,59,40.3,37.5
Waveland,Indiana,62.1,41.9,38.8
New Castle,Indiana,63,40,39.4
Alexandria,Indiana,,,41.8
Newberry,Indiana,,,41.8
Muncie - Airport,Indiana,60.9,41.5,38.3
Brookville,Indiana,64.3,40.4,40.5
Fairview Park,Indiana,,,45
Prairie Creek,Indiana,,,43.9
Whitestown,Indiana,62.2,40.8,40.1
Remington,Indiana,,,36.8
North Vernon,Indiana,65.3,44.2,46.7
Lawton,Indiana,60.8,39.1,
Williams,Indiana,6,,44.4
Jamestown,Indiana,61.2,41,39.5
Claypool,Indiana,,,39.1
Farmland,Indiana,61.1,40.3,37.8
Morristown,Indiana,,,44
Trail Creek,Indiana,59,40,35.8
Madison,Indiana,63,43,38.5
Portage,Indiana,58.1,41.8,39.1
Spencer,Indiana,63.4,40.5,45.9
Petersburg,Indiana,65.4,44.7,43.6
New Market,Indiana,60,39,40.1
Elliott,Mississippi,74.1,50.4,54.2
Water Valley,Mississippi,73.9,50.4,55.5
Vaiden,Mississippi,79.2,49.7,57.1
Crandall,Mississippi,,,58.9
Kosciusko,Mississippi,75,51.2,55.4
Enterprise,Mississippi,76.2,52.5,56.2
Coldwater,Mississippi,72.7,51.2,54.3
Woodville - East,Mississippi,77.3,55.5,62.4
Mize,Mississippi,,,56.6
Raymond,Mississippi,75.8,52.3,48.6
Poplarville,Mississippi,78.1,56.6,61.5
Columbia,Mississippi,78.6,54.6,60.5
Germania,Mississippi,75.7,52.6,51.2
Gulfport,Mississippi,76.9,58.4,64.7
Jackson,Mississippi,76.6,53.8,49.2
Forest,Mississippi,76.2,51.4,56.9
Beulah,Mississippi,73.3,52.3,52
Purvis,Mississippi,79.2,54.8,64.5
Greenwood - Airport,Mississippi,,,58
Saucier,Mississippi,78.2,56.7,68.7
Houston,Mississippi,73,48.9,56.1
Swiftwater,Mississippi,76,53,51.4
Leakesville,Mississippi,79.2,54,61.9
Crawford,Mississippi,,,53.2
Flowood,Mississippi,73,51,54.9
Hickory Flat,Mississippi,72.9,49,55.9
Montrose,Mississippi,,,55
Lafayette Springs,Mississippi,,,57.6
Union Church,Mississippi,,,59.5
Richton,Mississippi,77,51.2,59.6
Buckatunna,Mississippi,,,60.5
Meadville,Mississippi,77.4,53.2,60
Farrell,Mississippi,73.7,52.5,51
Woodville,Mississippi,75,53,62.8
Monticello,Mississippi,77.8,52.8,58.3
Beaumont,Mississippi,78.9,52.8,59.8
Collins,Mississippi,76.8,53.1,56.5
Magnolia,Mississippi,75,51,61.8
Rockport,Mississippi,,,57.8
Escatawpa,Mississippi,78,55.8,65.4
Clara,Mississippi,77.4,52.1,57
Macon,Mississippi,75.9,52.4,51.7
Quitman - Archusa Creek Water Park,Mississippi,76.3,53.8,59.1
Mount Pleasant,Mississippi,,,54.1
Hazlehurst,Mississippi,77.1,54,58.7
Holly Springs,Mississippi,71,47.4,56.5
Pearlington,Mississippi,,,63.3
Enid,Mississippi,,,53.6
Arkabutla Lake,Mississippi,,,53.2
Goodman,Mississippi,,,54.6
Crystal Springs,Mississippi,76.4,52.4,57.4
Grace,Mississippi,75.2,52.7,53.5
Ackerman,Mississippi,,,55.3
Tunica,Mississippi,71.7,51.1,52.1
Cary,Mississippi,74.1,52.2,55.6
Lake Cormorant,Mississippi,,,49.9
Hernando,Mississippi,72.3,51.3,50.5
Helena,Mississippi,74,52,52.5
Brookhaven,Mississippi,77.3,53.6,58.2
Jackson - Yarborough Park,Mississippi,,,51
Sharon,Mississippi,76.3,52.6,51.6
Grenada,Mississippi,76,52,55.4
Waynesboro,Mississippi,75,50,56.8
Senatobia,Mississippi,70.5,49.2,51.9
Hebron,Mississippi,,,58.4
Biloxi,Mississippi,76.6,59.9,60.7
Belzoni,Mississippi,75.5,53.2,53.4
Tibbee,Mississippi,,,57.1
De Kalb,Mississippi,75.4,50.6,54.3
Bay Springs,Mississippi,76.1,52.9,57.4
Belmont,Mississippi,,,56.9
Tula,Mississippi,72.9,50.5,54.1
Ofahoma,Mississippi,,,53.5
McLain,Mississippi,78.3,51.5,64.4
Vancleave,Mississippi,,,70.9
Standard,Mississippi,,,66
Hattiesburg,Mississippi,77.7,54.6,59.2
Sandersville,Mississippi,77,53.6,57.4
Newton,Mississippi,74.9,50.6,56.7
Belden,Mississippi,73.4,51.3,53.3
Meridian Station,Mississippi,75.8,52.5,57.2
Northwest Hills,Mississippi,75.6,55,54.3
Senatobia - Cromecraft Lake,Mississippi,72.2,50.2,55.9
Philipp,Mississippi,74.1,53.3,59.7
Charleston,Mississippi,74.4,50.3,55.1
Scott,Mississippi,74.4,51.9,51
Paulding,Mississippi,,,56.1
Pittsboro,Mississippi,74.2,50,54.1
Lambert,Mississippi,73.6,51.8,55
Black Hawk,Mississippi,,,54.1
Sarah,Mississippi,,,54.7
Fulton,Mississippi,73.7,49.9,55.7
New Canaan,Mississippi,68,51,43.1
Brooklyn,Mississippi,---,---,59.8
Tylertown,Mississippi,77.6,54.5,60.3
Pascagoula,Mississippi,77,59,60.6
Philadelphia,Mississippi,75.2,51.3,55.7
Madden,Mississippi,75.4,50.7,54.7
Greenwood,Mississippi,76,53,52.6
Hickory,Mississippi,75.9,50.7,55.2
Cleveland,Mississippi,74,52.2,53.5
Prairie,Mississippi,74.8,51.5,52.9
Algoma,Mississippi,72.1,50,56.6
Baldwyn,Mississippi,,,54.9
Brooksville,Mississippi,73.8,54.2,51.5
Carthage,Mississippi,76.2,50.7,54
Guntown,Mississippi,,,57.2
Chunky,Mississippi,76.4,52.2,55.2
Quitman,Mississippi,76.3,50.8,54.8
White Oak,Mississippi,,,56.2
Ashland,Mississippi,,,56.9
Pickens,Mississippi,74.7,51.1,55.4
Olive Branch,Mississippi,72.2,48.6,56.1
Glendora,Mississippi,73.7,52,57.7
Courtland,Mississippi,73.6,49.9,52.4
Indianola,Mississippi,74,54,48.9
Corinth,Mississippi,72.9,50,53.4
Walnut Grove,Mississippi,,,55.9
Mathiston,Mississippi,75,50.3,54.6
Booneville,Mississippi,71.5,50.3,54.5
Marion,Mississippi,75.3,53.2,55.2
Steens,Mississippi,75.5,51.8,55.6
Goshen Springs,Mississippi,,,53.6
Sledge,Mississippi,,,53.4
Okolona,Mississippi,75,50.8,50.4
Bluff Lake,Mississippi,,,53.2
Roplarville,Mississippi,77,55,62.2
State Line,Mississippi,76.6,52,60.2
Stoneville,Mississippi,74.3,52.7,51
Utica,Mississippi,77.5,53.8,51.5
Moss Point,Mississippi,76.5,58.5,62.7
Carrollton,Mississippi,74.4,53.2,52.5
Yazoo City,Mississippi,77,53,50.7
Brandon,Mississippi,76,53.2,54.8
Pleasant Hill,Mississippi,,,54.2
Redwater,Mississippi,75.7,50.3,54.7
Ridgeland,Mississippi,,,53.6
Hickory Hills,Mississippi,,,72.6
Waveland,Mississippi,75,57,62.3
Bay St. Louis,Mississippi,76.6,59,60.4
Abbeville,Mississippi,,,56.4
Meridian,Mississippi,75.8,51.3,56.2
Vance,Mississippi,,,53.3
Holcomb,Mississippi,,,55.2
Batesville,Mississippi,71,48,52.6
Pelahatchie,Mississippi,76.9,51.8,56
Gholson,Mississippi,,,53.4
Iuka,Mississippi,71.1,46.1,59.7
Laurel,Mississippi,78,54,57.6
Moorhead,Mississippi,75.1,53.2,52.9
Benton,Mississippi,75.4,53.7,57.2
Futheyville,Mississippi,,,55.1
Magee,Mississippi,,,59.6
Tupelo National Battlefield,Mississippi,73.4,51.5,55
Gloster,Mississippi,76.8,52.4,59.7
Decatur,Mississippi,,,58
Coffeeville,Mississippi,,,57.1
Swan Lake,Mississippi,---,---,52.9
Fernwood,Mississippi,76.9,54.3,60.7
Van Vleet,Mississippi,,,54.7
McComb,Mississippi,78,55,55.8
Metcalfe,Mississippi,75.2,53.3,51.9
Oxford,Mississippi,74,52,52
Petal,Mississippi,78,54.3,59
Yokena,Mississippi,75,57,51.2
Starkville,Mississippi,74,52,49
Canton,Mississippi,75,51,51.4
Mack,Mississippi,71.1,48,
Lexington,Mississippi,74.8,50.8,54.5
Collinsville,Mississippi,,,57.4
Union,Mississippi,,,54.9
New Albany,Mississippi,,,55.6
Columbus,Mississippi,75.6,51.5,53.5
D Lo,Mississippi,75.9,50.6,57.6
Prentiss,Mississippi,,,57.3
Natchez,Mississippi,77.3,55.4,56.5
Louisville,Mississippi,74.3,51.7,55
Byhalia,Mississippi,,,52.2
Centreville,Mississippi,77.1,54.8,62.4
Greenville,Mississippi,73.9,52.8,52.6
Long Beach,Mississippi,77.1,58.8,63.8
Amory,Mississippi,,,54.6
Ripley,Mississippi,71.4,48.2,57
Nitta Yuma,Mississippi,74.7,52.5,54.9
Clarksdale,Mississippi,75,53,49.8
Verona,Mississippi,73.3,50.3,56.1
Leland,Mississippi,,,53.6
Dancy,Mississippi,,,53.5
Wiggins,Mississippi,78.4,53.8,62.7
Port Gibson,Mississippi,76.6,52.1,55.4
Mississippi State University,Mississippi,74.6,52.4,52.8
Sardis,Mississippi,75,51.1,54.3
Blodgett,Mississippi,75.9,51.6,56.5
Raleigh,Mississippi,74.9,50.7,59.7
Bruce,Mississippi,,,57.2
Vicksburg,Mississippi,75.3,54.1,58.4
Rosedale,Mississippi,74.3,51.8,50.5
Shuqualak,Mississippi,,,52
West Gulfport,Mississippi,76.4,60.3,64.8
Aberdeen,Mississippi,73,50,53
Winona,Mississippi,73.1,48.3,56.2
Columbus Air Force Base,Mississippi,71,50,52.8
Shubuta,Mississippi,77.6,53.6,57.4
Nicholson,Mississippi,78.4,55.4,61.7
Holly Bluff,Mississippi,,,51.2
Kiln,Mississippi,,,62.6
Tupelo,Mississippi,72.6,50.9,56.4
Sumrall,Mississippi,,,60.2
Aladdin,Wyoming,58.5,34.2,15
Roberts,Wyoming,54,22.5,19.5
Jay Em,Wyoming,62.1,29,12.3
Recluse,Wyoming,59.2,27.1,13.8
Whiskey Basin,Wyoming,54.3,23.9,7.5
Point Of Rocks,Wyoming,58,29.8,8.8
Thunder Basin National Grassland,Wyoming,,,10.8
McFadden,Wyoming,,,11.6
Yellowstone National Park,Wyoming,46.2,18.4,20
Deaver,Wyoming,59.4,29.3,5.5
Red Lane,Wyoming,62.5,30.7,11.6
Glendo,Wyoming,59.6,31.2,13.6
Minneseta,Wyoming,61.7,29.5,12.4
Buckboard Wash,Wyoming,59.6,29.4,9.7
Cody,Wyoming,59,32,9.3
Jackson - East,Wyoming,47.5,14.6,16
Clearmont,Wyoming,59.6,33.8,15.3
Lysite,Wyoming,58.6,27.2,8.4
Lander,Wyoming,58,32.1,11.4
Jackson,Wyoming,53.8,22.9,15.8
Rolling Hills,Wyoming,,,12.1
Crowheart,Wyoming,57.4,28.7,8.6
Cody - Stonebridge Reservoir,Wyoming,57.5,32,9.6
Laramie,Wyoming,54.3,30.7,11
Etna,Wyoming,50.8,16.1,20.9
Kaycee,Wyoming,61,29.4,12.4
Granger,Wyoming,55,29.5,8
Colony,Wyoming,58.1,31.5,14
Kirby,Wyoming,59.8,29.5,7.7
Ten Sleep,Wyoming,59,26.2,13.1
New Fork,Wyoming,52.7,17.6,7.5
Green River,Wyoming,59,27.2,8
Midwest,Wyoming,60,32,13.4
Oriva,Wyoming,57.3,31.1,16
Basin,Wyoming,61.2,30.3,6.5
Douglas,Wyoming,60.2,30.9,15.6
Carpenter,Wyoming,62.2,32.2,14.2
Douglas - Thunder Basin National Grassland,Wyoming,,,10.4
La Barge,Wyoming,55.5,21.6,8
Moose,Wyoming,50.6,19.9,23.4
Old Faithful,Wyoming,49.3,19.5,23.1
Morrisey,Wyoming,61,34.4,12.5
Mammoth,Wyoming,50,28,15.9
Dubois,Wyoming,54.5,25.3,8.9
Dixon,Wyoming,57,25.5,12.1
Hudson,Wyoming,57.9,31.8,13
Hamilton Dome,Wyoming,58.4,28.2,12.2
Mosier Gulch,Wyoming,,,16.6
Grass Creek,Wyoming,55.7,26.5,15.7
Evanston,Wyoming,52.8,31.1,12.1
Spotted Horse,Wyoming,58.6,31.7,14.6
Morton,Wyoming,51.5,22.7,25.2
Duncan,Wyoming,,,9
Powder River,Wyoming,59.2,29.9,10.9
Hulett,Wyoming,57.7,31.9,16.7
Hanna,Wyoming,58.8,30.3,10.9
Massengale Flats,Wyoming,51.4,32.6,
Thunder Basin - East,Wyoming,,,12.8
Arapahoe,Wyoming,57.6,30.1,9.3
Kirtley,Wyoming,57.5,31.7,15.5
Ralston,Wyoming,58.7,31,8.4
Wiley,Wyoming,58.3,30.8,10.4
Orpha,Wyoming,60.2,31.9,14
Torrington,Wyoming,63.4,34.2,14.2
Parkman,Wyoming,58,27.7,18.9
Sunrise Valley,Wyoming,---,---,13.6
Arvada,Wyoming,60.9,30.2,11.4
Echeta,Wyoming,60.2,30.2,15.6
Dayton,Wyoming,45.8,21.4,21
Sunshine,Wyoming,54.1,24.7,15.5
Riverton,Wyoming,59,29.2,9.1
Four Corners,Wyoming,59.3,34,15.1
Meadow Lark Lake,Wyoming,48.1,22.3,20.4
Pine Bluffs,Wyoming,63,32,15.3
Wapiti,Wyoming,57.9,30.6,12
Story,Wyoming,54.7,31.1,27.1
Bondurant,Wyoming,49.2,17.4,16.1
Veteran,Wyoming,64.3,32.6,14.4
Four Corners - South,Wyoming,,,17.9
Otto,Wyoming,60.7,30.9,6.9
Lovell,Wyoming,59,30,6.8
Shawnee,Wyoming,61.2,32.1,14.2
Wamsutter,Wyoming,55.8,27.3,7.1
Skull Creek,Wyoming,55.5,29,19.6
Lost Springs,Wyoming,,,11
Worland,Wyoming,60,29,7.8
Antelope Springs,Wyoming,58.8,31.7,10.2
Hilight,Wyoming,59.7,26.6,8.7
Rock River,Wyoming,53.7,27.2,12.4
Byron,Wyoming,58.8,32,6.2
Walcott,Wyoming,55.3,31.7,12.7
Ishawooa,Wyoming,,,9.9
Fairview,Wyoming,,,13.1
Meriden,Wyoming,63.3,32.9,16.1
Bright,Wyoming,,,12.9
Auburn,Wyoming,54.1,21.5,17.7
Keyhole State Park,Wyoming,,,12.7
Douglas - North,Wyoming,,,12.4
Baggs,Wyoming,58.4,27,10.1
Jerome,Wyoming,58.5,30.6,14.9
Reliance,Wyoming,54.9,30.9,8.7
Boxelder - Boxelder Creek,Wyoming,61,29.5,15.3
Sinclair,Wyoming,55.2,30.3,9
Fort Bridger,Wyoming,54,19.6,8.3
Pathfinder Dam,Wyoming,58,32.5,9.6
Sussex,Wyoming,54.1,24.6,14.7
Mountain View,Wyoming,55.5,28.2,9.5
Uva,Wyoming,60,33,13.2
Cheyenne,Wyoming,58.6,34.3,15.9
Cheyenne West,Wyoming,39.6,14.5,15.8
Hat Creek,Wyoming,,,13.4
Goshen - Prairie Center Cemetery,Wyoming,59.4,31.7,14.9
Lance Creek - North,Wyoming,61.5,33.5,15.4
Cowdrey,Wyoming,47.2,20,16.1
Rozet,Wyoming,58.9,29.9,13.8
Devils Tower,Wyoming,58.8,29.1,18
Natrona,Wyoming,58.9,32,12
Buffalo Bill Dam,Wyoming,56.2,37.3,11
Mills,Wyoming,57.4,31.8,12.8
Croton,Wyoming,57.5,30.2,16.5
Black Mountain,Wyoming,57.8,34.6,13.7
Lagrange,Wyoming,62.3,33.5,14.9
Clareton,Wyoming,,,9.4
Albin,Wyoming,61,33.7,18.1
Newcastle,Wyoming,59,34,14.7
Lingle,Wyoming,64.8,32.7,13.2
Buffalo,Wyoming,57.9,34.2,13.5
Shell,Wyoming,60.6,29.5,10
Emblem,Wyoming,58.6,30.8,7.3
Manderson,Wyoming,60.5,31.2,7.5
Mayoworth,Wyoming,59.8,29.2,13.3
Lance Creek,Wyoming,62.2,31.5,14.3
Grover,Wyoming,48,21.7,14.2
Kamm's Corner,Wyoming,58.9,32.9,9.9
Warren Air Force Base,Wyoming,57.9,33.2,15.2
Riverton Regional Airport,Wyoming,57.8,31.7,9.4
Fort Washakie,Wyoming,59.1,26,11.7
Leiter,Wyoming,58.5,28.9,13.5
West Laramie,Wyoming,55,25.8,10.7
Snake River,Wyoming,50.3,18.6,30.3
Whipple Hollow,Wyoming,,,9.8
Linch,Wyoming,59.3,29.8,15
Ross,Wyoming,57.8,28.9,12.1
Clayton,Wyoming,55.3,29.4,15.2
Teton Village,Wyoming,52.2,21.6,21.3
Devil's Tower,Wyoming,59.2,30.6,17.2
Jackson Hole,Wyoming,52.7,22.7,21.8
Orio,Wyoming,60.3,30.7,12.1
Birkner Hill,Wyoming,,,8.3
Diamondville,Wyoming,54.6,23.4,11
Moorcroft,Wyoming,58,31,12.1
Pahaska Tepee,Wyoming,54,21.6,
Parker Draw,Wyoming,59.2,32.2,15.8
Van Tassell,Wyoming,59.7,32.5,16.6
Evansville,Wyoming,61,33.6,12.7
Hampshire,Wyoming,61.8,30.6,11.6
St. Stephens,Wyoming,59.1,27.2,8.9
Rairden,Wyoming,5,,6.6
Tennyson,Wyoming,,,16.2
Bitter Creek,Wyoming,57,26.4,6.4
Cora,Wyoming,49.5,19.4,11.9
Stroner,Wyoming,57.2,31.1,16.7
Casper,Wyoming,59.3,31.4,12.5
Billy Creek,Wyoming,58.7,30.6,12.6
Glenrock,Wyoming,61.4,33.8,12.1
Guernsey State Park,Wyoming,68.5,38.1,13.8
Foxpark,Wyoming,,,11
Shoshoni,Wyoming,60,34.1,9
Whitman,Wyoming,61.5,34.3,16.6
Rochelle,Wyoming,60,30,12.8
Sheridan,Wyoming,57.9,32.1,19.4
Verse,Wyoming,61,30.3,12.5
Mile High Ranch,Wyoming,57.7,31.4,13.6
Hazelton,Wyoming,54.6,37,10.9
Alva,Wyoming,52.2,28.5,25.1
Rawlins,Wyoming,55.5,29.5,9.3
Saratoga,Wyoming,56,27,10.6
Keeline,Wyoming,61,30.9,12
Pavillion,Wyoming,58.6,30.5,8
Hillsdale,Wyoming,60.2,31.3,15.2
Bates Creek Reservoir,Wyoming,57,28.5,13.1
Thayne,Wyoming,52.9,24.3,23.7
Bairoil,Wyoming,56.9,31.9,9.9
Ranchester,Wyoming,57.9,29.8,17.3
Hyattville,Wyoming,61,34.9,12.9
Bosler,Wyoming,58.5,32.7,15.8
Arvada - Leath Ranch,Wyoming,,,10.4
Thermopolis,Wyoming,59.5,26.7,12.7
Fort Laramie,Wyoming,62.5,30.3,14.7
Kotey Place,Wyoming,57.4,32.9,15.6
Davis,Wyoming,56,28,13.5
Wyarno,Wyoming,58.9,29.7,14.9
